"film_id","title","description","count of movies","average movie rental rate","maximum rental duration","minimum rental duration"
755,"Sabrina Midnight","A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert","1","4.9900000000000000",5,5
650,"Pacific Amistad","A Thrilling Yarn of a Dog And a Moose who must Kill a Pastry Chef in A Manhattan Penthouse","1","0.99000000000000000000",3,3
196,"Cruelty Unforgiven","A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria","1","0.99000000000000000000",7,7
802,"Sky Miracle","A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House","1","2.9900000000000000",7,7
703,"Punk Divorce","A Fast-Paced Tale of a Pastry Chef And a Boat who must Face a Frisbee in The Canadian Rockies","1","4.9900000000000000",6,6
695,"President Bang","A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia","1","4.9900000000000000",6,6
440,"Hunger Roof","A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft","1","0.99000000000000000000",6,6
226,"Destiny Saturday","A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia","1","4.9900000000000000",4,4
794,"Side Ark","A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies","1","0.99000000000000000000",5,5
914,"Trouble Date","A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan","1","2.9900000000000000",6,6
859,"Sugar Wonka","A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park","1","4.9900000000000000",3,3
61,"Beauty Grease","A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft","1","4.9900000000000000",5,5
19,"Amadeus Holy","A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon","1","0.99000000000000000000",6,6
644,"Oscar Gold","A Insightful Tale of a Database Administrator And a Dog who must Face a Madman in Soviet Georgia","1","2.9900000000000000",7,7
602,"Mourning Purple","A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans","1","0.99000000000000000000",5,5
954,"Wake Jaws","A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin","1","4.9900000000000000",7,7
468,"Invasion Cyclone","A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery","1","2.9900000000000000",5,5
506,"Lady Stage","A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat","1","4.9900000000000000",4,4
697,"Primary Glass","A Fateful Documentary of a Pastry Chef And a Butler who must Build a Dog in The Canadian Rockies","1","0.99000000000000000000",7,7
357,"Gilbert Pelican","A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse","1","0.99000000000000000000",7,7
204,"Dalmations Sweden","A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse","1","0.99000000000000000000",4,4
104,"Bugsy Song","A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station","1","2.9900000000000000",4,4
5,"African Egg","A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico","1","2.9900000000000000",6,6
960,"Wars Pluto","A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert","1","2.9900000000000000",5,5
366,"Goldfinger Sensibility","A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans","1","0.99000000000000000000",3,3
841,"Star Operation","A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank","1","2.9900000000000000",5,5
91,"Bound Cheaper","A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon","1","0.99000000000000000000",5,5
604,"Mulan Moon","A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon","1","0.99000000000000000000",4,4
624,"Nightmare Chill","A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft","1","4.9900000000000000",3,3
305,"Fatal Haunted","A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan","1","2.9900000000000000",6,6
179,"Conquerer Nuts","A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft","1","4.9900000000000000",4,4
4,"Affair Prejudice","A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank","1","2.9900000000000000",5,5
636,"Oleander Clue","A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat","1","0.99000000000000000000",5,5
297,"Extraordinary Conquerer","A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin","1","2.9900000000000000",6,6
681,"Pirates Roxanne","A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies","1","0.99000000000000000000",4,4
743,"Room Roman","A Awe-Inspiring Panorama of a Composer And a Secret Agent who must Sink a Composer in A Shark Tank","1","0.99000000000000000000",7,7
201,"Cyclone Family","A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention","1","2.9900000000000000",7,7
844,"Steers Armageddon","A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention","1","4.9900000000000000",6,6
980,"Wizard Coldblooded","A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention","1","4.9900000000000000",4,4
402,"Harper Dying","A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert","1","0.99000000000000000000",3,3
785,"Shawshank Bubble","A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park","1","4.9900000000000000",6,6
631,"Novocaine Flight","A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria","1","0.99000000000000000000",4,4
472,"Italian African","A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat","1","4.9900000000000000",3,3
107,"Bunch Minds","A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention","1","2.9900000000000000",4,4
6,"Agent Truman","A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China","1","2.9900000000000000",3,3
963,"Watch Tracy","A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria","1","0.99000000000000000000",5,5
537,"Lover Truman","A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat","1","2.9900000000000000",3,3
446,"Hysterical Grail","A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse","1","4.9900000000000000",5,5
445,"Hyde Doctor","A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat","1","2.9900000000000000",5,5
233,"Disciple Mother","A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank","1","0.99000000000000000000",3,3
991,"Worst Banger","A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback","1","2.9900000000000000",4,4
920,"Unbreakable Karate","A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia","1","0.99000000000000000000",3,3
93,"Brannigan Sunrise","A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin","1","4.9900000000000000",4,4
89,"Borrowers Bedazzled","A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House","1","0.99000000000000000000",7,7
373,"Graduate Lord","A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China","1","2.9900000000000000",7,7
252,"Dream Pickup","A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico","1","2.9900000000000000",6,6
343,"Full Flatliners","A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank","1","2.9900000000000000",6,6
776,"Secret Groundhog","A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans","1","4.9900000000000000",6,6
467,"Intrigue Worst","A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat","1","0.99000000000000000000",6,6
327,"Fool Mockingbird","A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat","1","4.9900000000000000",3,3
50,"Baked Cleopatra","A Stunning Drama of a Forensic Psychologist And a Husband who must Overcome a Waitress in A Monastery","1","2.9900000000000000",3,3
692,"Potluck Mixed","A Beautiful Story of a Dog And a Technical Writer who must Outgun a Student in A Baloon","1","2.9900000000000000",3,3
581,"Minority Kiss","A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback","1","0.99000000000000000000",4,4
497,"Kill Brotherhood","A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback","1","0.99000000000000000000",4,4
109,"Butterfly Chocolat","A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank","1","0.99000000000000000000",3,3
873,"Sweethearts Suspects","A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico","1","0.99000000000000000000",3,3
13,"Ali Forever","A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies","1","4.9900000000000000",4,4
609,"Muscle Bright","A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India","1","2.9900000000000000",7,7
414,"Hellfighters Sierra","A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia","1","2.9900000000000000",3,3
2,"Ace Goldfinger","A Astounding Epistle of a Database Administrator And a Explorer who must Find a Car in Ancient China","1","4.9900000000000000",3,3
699,"Private Drop","A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon","1","4.9900000000000000",7,7
75,"Bird Independence","A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies","1","4.9900000000000000",6,6
369,"Goodfellas Salute","A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory","1","4.9900000000000000",4,4
128,"Catch Amistad","A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria","1","0.99000000000000000000",7,7
600,"Motions Details","A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House","1","0.99000000000000000000",5,5
166,"Color Philadelphia","A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert","1","2.9900000000000000",6,6
906,"Tramp Others","A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India","1","0.99000000000000000000",4,4
595,"Moon Bunch","A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory","1","0.99000000000000000000",7,7
902,"Trading Pinocchio","A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station","1","4.9900000000000000",6,6
772,"Sea Virgin","A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat","1","2.9900000000000000",4,4
142,"Chicken Hellfighters","A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia","1","0.99000000000000000000",3,3
924,"Unforgiven Zoolander","A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory","1","0.99000000000000000000",7,7
410,"Heaven Freedom","A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans","1","2.9900000000000000",7,7
637,"Open African","A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat","1","4.9900000000000000",7,7
603,"Movie Shakespeare","A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin","1","4.9900000000000000",6,6
591,"Monsoon Cause","A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat","1","4.9900000000000000",6,6
230,"Diary Panic","A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India","1","2.9900000000000000",7,7
896,"Tootsie Pilot","A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin","1","0.99000000000000000000",3,3
757,"Sagebrush Clueless","A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan","1","2.9900000000000000",4,4
359,"Gladiator Westward","A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan","1","4.9900000000000000",6,6
597,"Moonwalker Fool","A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans","1","4.9900000000000000",5,5
193,"Crossroads Casualties","A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback","1","2.9900000000000000",5,5
777,"Secretary Rouge","A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory","1","4.9900000000000000",5,5
164,"Coast Rainbow","A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert","1","0.99000000000000000000",4,4
377,"Grease Youth","A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia","1","0.99000000000000000000",7,7
952,"Wagon Jaws","A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse","1","2.9900000000000000",7,7
78,"Blackout Private","A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan","1","2.9900000000000000",7,7
217,"Dazed Punk","A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park","1","4.9900000000000000",6,6
987,"Words Hunter","A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention","1","2.9900000000000000",3,3
787,"Shining Roses","A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India","1","0.99000000000000000000",4,4
611,"Musketeers Wait","A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia","1","4.9900000000000000",7,7
727,"Resurrection Silverado","A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention","1","0.99000000000000000000",6,6
182,"Control Anthem","A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery","1","4.9900000000000000",7,7
985,"Wonderland Christmas","A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station","1","4.9900000000000000",4,4
1,"Academy Dinosaur","A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies","1","0.99000000000000000000",6,6
810,"Slums Duck","A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat","1","0.99000000000000000000",5,5
962,"Wasteland Divine","A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China","1","2.9900000000000000",7,7
106,"Bulworth Commandments","A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback","1","2.9900000000000000",4,4
178,"Connection Microcosmos","A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station","1","0.99000000000000000000",6,6
145,"Chisum Behavior","A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India","1","4.9900000000000000",5,5
811,"Smile Earring","A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin","1","2.9900000000000000",4,4
557,"Manchurian Curtain","A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin","1","2.9900000000000000",5,5
143,"Chill Luck","A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies","1","0.99000000000000000000",6,6
203,"Daisy Menagerie","A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India","1","4.9900000000000000",5,5
58,"Beach Heartbreakers","A Fateful Display of a Womanizer And a Mad Scientist who must Outgun a A Shark in Soviet Georgia","1","2.9900000000000000",6,6
718,"Rebel Airport","A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India","1","0.99000000000000000000",7,7
585,"Mob Duffel","A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies","1","0.99000000000000000000",4,4
623,"Newton Labyrinth","A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India","1","0.99000000000000000000",4,4
485,"Jersey Sassy","A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan","1","4.9900000000000000",6,6
908,"Trap Guys","A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert","1","4.9900000000000000",3,3
814,"Snatch Slipper","A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin","1","4.9900000000000000",6,6
668,"Peak Forever","A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft","1","4.9900000000000000",7,7
481,"Jekyll Frogmen","A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank","1","2.9900000000000000",4,4
713,"Rainbow Shock","A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India","1","4.9900000000000000",3,3
559,"Married Go","A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert","1","2.9900000000000000",7,7
304,"Fargo Gandhi","A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback","1","2.9900000000000000",3,3
645,"Others Soup","A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico","1","2.9900000000000000",7,7
146,"Chitty Lock","A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station","1","2.9900000000000000",6,6
80,"Blanket Beverly","A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria","1","2.9900000000000000",7,7
52,"Ballroom Mockingbird","A Thrilling Documentary of a Composer And a Monkey who must Find a Feminist in California","1","0.99000000000000000000",6,6
396,"Hanging Deep","A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin","1","4.9900000000000000",5,5
607,"Muppet Mile","A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico","1","4.9900000000000000",5,5
382,"Grit Clockwork","A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank","1","0.99000000000000000000",3,3
258,"Drums Dynamite","A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park","1","0.99000000000000000000",6,6
853,"Stranger Strangers","A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station","1","4.9900000000000000",3,3
341,"Frost Head","A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention","1","0.99000000000000000000",5,5
132,"Chainsaw Uptown","A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia","1","0.99000000000000000000",6,6
322,"Flatliners Killer","A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft","1","2.9900000000000000",5,5
84,"Boiled Dares","A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan","1","4.9900000000000000",7,7
996,"Young Language","A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station","1","0.99000000000000000000",6,6
762,"Sassy Packer","A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse","1","0.99000000000000000000",6,6
916,"Turn Star","A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans","1","2.9900000000000000",3,3
237,"Divorce Shining","A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India","1","2.9900000000000000",3,3
878,"Teen Apollo","A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank","1","4.9900000000000000",3,3
679,"Pilot Hoosiers","A Awe-Inspiring Reflection of a Crocodile And a Sumo Wrestler who must Meet a Forensic Psychologist in An Abandoned Mine Shaft","1","2.9900000000000000",6,6
983,"Won Dares","A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat","1","2.9900000000000000",7,7
97,"Bride Intrigue","A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans","1","0.99000000000000000000",7,7
399,"Happiness United","A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan","1","2.9900000000000000",6,6
